Class;Text
NEU;Ilgiausia per pastaruosius 2 metus „Brent“ tipo naftos kainos teigiamø pokyèiø serija nutrûko – po 9 prekybos sesijas uþtrukusio brangimo naftos barelio kaina sumaþëjo 0,54 proc. (iki 61,14 JAV dolerio).
NEU;„Pensijos pajamø ir iðlaidø planavimo struktûrà geriausiai atitinka atostogos. Jos apima ir tokius bûtinus poreikius kaip bûstas, maistas, transportas, sveikata bei papildomas iðlaidas pramogoms, ávairiems pirkiniams ir kitiems maloniems dalykams. Kur gyvensime ir kà valgysime, kiek pramogausime priklauso nuo turimo biudþeto – tai tikrai paprastas ir nesudëtingas principas. Já pritaikius pensijos laikotarpiui irgi paaiðkëtø, kà ir kurioje, pajamø ar iðlaidø, pusëje reikëtø koreguoti“, – teigia asociacijos vadovas.
NEG;Apeliacinis teismas vasario 10-àjà atsisakë bendrovei iðkelti restruktûrizavimo bylà ir patvirtinti jos pertvarkos planà. Teismas panaikino Panevëþio apygardos teismo pernai gruodþio 8 dienà priimtà sprendimà iðkelti ámonei restruktûrizavimo bylà.
NEG;Panevëþio teismas nustatë, kad bendrovës finansinë padëtis sudëtinga, 2020 metø rugpjûtá jos turtas buvo 4,113 mln. eurø, o mokëtinos sumos ir ásipareigojimai – 3,873 mln. eurø, nuo metø pradþios ji buvo patyrusi 259 tûkst. eurø nuostoliø (2019 metais – 68,2 tûkst. eurø).
POS;Kovà su koronavirusu jis prilygino nuoþmiam karui, kuriame galima naudoti laidynes arba naujausius naikintuvus. „Dezifog“ ðiame kare galima prilyginti bûtent naikintuvui. Pasirinkus tokià technologijà pinigai iðties iðleidþiami racionaliai ir pasiekiamas geriausias rezultatas.
NEG;– Þaliasis kursas, ekologiniø reikalavimø këlimas, dyzelinio kuro lengvatø naikinimas, kitø mokestiniø lengvatø perþiûrëjimas. Tai kelia nerimà mums. Mokestiniø lengvatø perþiûrëjimas turëtø bûti nukreiptas á tai, kà rekomenduoja Europos Komisija – kurti trumpàsias maisto tiekimo grandines ðaliø nariø viduje, naudojant PVM lengvatos maistui ávedimà.
NEU;Vartotojø teisiø gynëjai patikina, kad naftos produktø rinka yra kontroliuojama ir periodiðkiai tikrinama – vykdoma naftos produktø stebësena. Degalai privalo atitikti reikalavimus, jiems keliamus privalomuosius kokybës rodiklius.
NEG;„Ekonomika tæsë augimà visà ketvirtà ketvirtá, nepaisant lapkritá ávestø papildomø apribojimø, – paþymëjo jis. – Taèiau BVP per metus susitraukë beveik 10 proc. – tai dvigubai didesnis kritimas nei ankstesnis metinio susitraukimo rekordas.“
NEU;Pasak „Citadele“ banko atstovo, pandemijos metai leido daugumai gyventojø ásitikinti, kaip svarbu turëti santaupø, kurios padëtø iðgyventi neplanuotas situacijas, kuriomis daugeliui tapo karantinas ir su juo susijæ veiklos apribojimai.
NEU;Tiesa, nors 2020 m. Japonija uþbaigë sëkmingai, manoma, kad ðalis pirmà ðiø metø ketvrtá neiðvengs BVP susitraukë dël daugelyje prefektûrø paskelbtos nepaprastosios padëties.
POS;„Tai, kad lietuviai „Volfas Engelman“ prekës þenklà vertina palankiausiai, mums yra itin reikðmingas ávertinimas. Já pasiekti ir sukurti stiprø ryðá su vartotoju padëjo ilgametis ádirbis ir nuoseklus dëmesys produktø kokybei bei iðskirtinumui. Nuo pat „Volfas Engelman“ prekës þenklo sukûrimo dienos laikomës dþentelmeniðko tono, kad ir kà darytume. Tai gali bûti prieþastis, kodël esame vertinami ne tik vyrø auditorijos, taèiau ir tarp moterø“, – sako Kaune esanèio bravoro rinkodaros vadovas Mantas Matukaitis.
POS;„Nuo praëjusiø metø gruodþio 1 dienos pradëjus prekiauti arktinës klasës dyzelinu, su privalomu 7 proc. biopriedu, ið savo klientø nesame sulaukæ jokiø nusiskundimø, net ir arktiniø ðalèiø laikotarpiu. Pasitaikë pora pavieniø atvejø, gal greièiau klausimø, kà daryti tokiais atvejais, kai degalø bake yra likusio kitos klasës dyzelino ir ar maiðant skirtingas dyzelino klases efektas bus toks pats kaip naudojant A1 klasæ. Klientai prieð ðalèius suskubo domëtis ir rinktis degalus atidþiau. O bendrai klientai patenkinti degalø kokybe, be problemø uþveda automobilius net ðalèiausiomis oro sàlygomis, kurios paprastai bûna kritinës dyzeliniø varikliø automobiliams“, - patikina degaliniø tinklas „Circle K“ komentare.
NEG;Baltijos ðaliø birþose vyravo korekcinës nuotaikos. OMXB indekso vertë antrà prekybos sesijà ið eilës smuktelëjo daugiau, negu 1 proc. (-1,40 proc.), bendra trijø birþø apyvarta siekë 2,87 mln. eurø. „Harju Elekter“ akcijø kaina nukrito 12,13 proc. (iki 7,10 euro uþ akcijà). Nuo tada, kai þiniasklaidoje pasirodë þinia, kad bendrovës investicijos á startuolá „Skeleton Technologies“ vertë gali bûti þymiai didesnë uþ buhalterinæ, „Harju Elekter“ akcijos vis dar yra pabrangusios 22 procentais. Vakar smuktelëjo ir bankø akcijø kainos – Ðiauliø banko 2,34 proc., „LHV Group“ 2,06 proc., „Coop Pank“ 0,68 procento. „Coop Pank“ ðáryt paskelbë, kad spalá-gruodá, palyginus su treèiuoju ketvirèiu, bendrosios pajamos iðaugo nuo 8,0 iki 8,5 mln. eurø, grynasis pelnas – nuo 2,0 iki 2,4 mln. eurø. Per visus 2020-uosius banko pajamos iðaugo 31 proc. (iki 31,1 mln. eurø), grynasis pelnas 31,3 proc. (iki 7,3 mln. eurø). Statybø bendrovës „Merko Ehitus“ pajamos ketvirtàjá ketvirtá padidëjo 7,3 proc. (iki 106,4 mln. eurø), o veiklos pelnas nuo 9,3 iki 11,2 mln. eurø.
NEU;Lietuvos bankø asociacijos (LBA) Finansiniø nusikaltimø prevencijos komiteto pirmininkas Audrius Ðapola taip pat pastebëjo, kad jei ðiandien nutinkanèias sukèiavimo apgavystes lygintume su tuo, kokia situacija buvo prieð 10-15 metø, matytume akivaizdþius skirtumus.
NEU;Finansinius rezultatus jau po prekybos skelbæs „ Novaturas “ pasirinko skambià antraðtæ: „tamsiausia jau praeityje“. Bendrovës pajamos 2020-aisiais sumenko nuo 179,7 iki 33,1 mln. eurø, 4,2 mln. eurø grynasis pelnas virto 5,0 mln. eurø nuostoliu. Bendrovë taip pat vakar paskelbë, kad nuo vasario pabaigos bus atnaujinti skrydþiai á Egiptà. „Merko Ehitus“ paskelbë apie pasiraðytà 14 mln. eurø (neskaièiuojant PVM ) sutartá dël statybos darbø atlikino verslo ir gyvenamøjø pastatø komplekse Taline. Bendrovës akcijø kaina pakilo 2,25 proc. (iki 11,35 euro uþ akcijà).
NEU;„Savaime suprantama, kad maþiau þmoniø, iðëjusiø á pensijà, norëtø toliau dirbti sunkø fiziná darbà. Tuo metu dirbti protiná darbà pensinis amþius nebûtinai yra kliûtis. Vis dëlto tai rodo, kad sunkø fiziná darbà dirbantiems þmonëms ar tiems, kuriø galimybës dirbti iðëjus á pensijà gali bûti objektyviai apribotos, ypaè svarbu kuo anksèiau pradëti ruoðtis finansiðkai saugiai senatvei“, – sako T. Gudaitis.
POS;„Tai galime paaiðkinti kitais to paties tyrimo rezultatais – didelë dalis respondentø sutinka, kad „Volfas Engelman“ yra aukðtos kokybës ir patikimas prekës þenklas. Tarptautiniuose konkursuose nedalyvaujame, taèiau daug dëmesio skiriame kûrybiniams veiksmams ðalyje. Kaip atskleidë tyrimas, atrodo, kad tokia taktika veikia. Tai didþiausias komplimentas, kokio esame sulaukæ“, – sako M.Matukaitis.
NEU;– Tai priklausys nuo pandemijos. Pavyzdþiui, jautienos daugiausia suvartoja maitinimo verslas, kuris dabar yra praktiðkai sustabdytas. Tad sunku pasakyti. Viskas priklausys nuo to, ar situacija gerës, kada matysime atsidaranèias vieðojo matinimo ástaigas ir kokie bus poreikiai tiek vienose, tiek kitose rinkose.
NEG;Antra didþiausia alaus gamybos ámonë pasaulyje 2020 m. patyrë 204 mln. eurø nuostoliø.
POS;Taèiau atlikus kuro bandymus VVTAT Naftos produktø bandymø laboratorijoje, nustatyta, kad visi patikrinti kuro bandiniai atitinka privalomøjø kokybës rodikliø reikalavimus.
NEU;Tyrimas atskleidë, kurá Lietuvos alaus prekës þenklà vartotojai vertina palankiausiai (10)
POS;Vilniaus savivaldybë pritarë nekilnojamojo turto plëtros bendrovës „ Eika “ Lvovo gatvëje , Ðnipiðkëse , planuojamo naujo biurø pastato „Flow“ projektui. Á já ketinama investuoti 45 mln. eurø, o statybas pradëti antràjá ðiø metø ketvirtá.
NEU;„Harju Elekter“ akcijø kainos ralis nutrûko – po áspûdingo kilimo, kurio metu tris kartus fiksuoti dviþenkliai teigiami pokyèiai, kaina smuktelëjo 11,01 proc. (iki 8,08 euro uþ akcijà). Vakar Baltijos ðaliø birþose virðø paëmë pardavëjai – OMXB indeksas pirmà kartà 2021-aisiais smuktelëjo daugiau, negu 1 proc. (-1,12 procento). Didþiausià apyvartà (815,6 tûkst. eurø) pasiekë prekyba „LHV Group“ akcijomis, kaina po ketvirtojo ketvirèio rezultatø paskelbimo sumaþëjo 0,41 proc. (iki 24,30 euro uþ akcijà).
NEG;Bus atleidþiami centrinës bûstinës Amsterdame darbuotojai, o kitose ðalyse darbuotojø atleidimas priklausys nuo vietos aplinkybiø.
NEG;Kita vertus, kelis deðimtmeèius vyravusi didelë migracija ir nedidelis gimstamumas lëmë gyventojø skaièiaus maþëjimà ir bendrà populiacijos senëjimà. Prognozuojama, kad ðie veiksniai ateityje sukurs papildomà spaudimà socialinës apsaugos sistemai ir gali apriboti valstybës galimybes mokëti tokio dydþio senatvës pensijas, kurios bent ið dalies atstotø iki pensijos þmogaus gautø pajamø lygá.
NEG;Nyderlandø aludarë „Heineken“ paskelbë atleisianti apie 8 000 darbuotojø visame pasaulyje, nes dël koronaviruso pandemijos ir ðalyse ávestø karantino apribojimø ámonë patyrë didþiuliø nuostoliø.
NEG;Kaip teigë, policijos, kaip taisyklë, daþniausiai vengia tie asmenys, kurie sukèiø buvo prièiupti patys darantys nusikaltimà, tarkime, norintys nelegaliai ásigyti vairuotojo paþymëjimà, bei tie, kuriems gëda prisipaþinti, kad jie buvo naivûs ir ant tokio kabliuko apskritai uþkibo.
POS;Ekonomikos ir inovacijø ministerija steigia Inovacijø ir skaitmeninës politikos patarëjø tarybà, kuri padës priimant sprendimus, susijusius su valstybës inovacijø ir skaitmenine politika.
NEG;Menkai patyræs rusas neáþvelgë artëjanèios finansø krizës poþymiø, todël, analitikø vertinimu, jos metu neteko maþdaug 20 mlrd. doleriø (16,45 mlrd. eurø).
NEG;2017 metais Prancûzijos prokuratûra já apkaltino mokesèiø vengimu perkant vilà Antibuose uþ daugiau nei 200 mln. doleriø (164,5 mln. eurø), taip pat neteisëtu grynøjø pinigø áveþimu. O jø vertë siekë net iki 750 mln. doleriø (617 mln. eurø).
NEU;Nigerietë Ngozi Okonjo-Iweala pirmadiená tapo pirmàja moterimi ir pirmuoju þmogumi ið Afrikos, paskirtu vadovauti sunkumø patirianèiai Pasaulio prekybos organizacijai (PPO).
NEU;„Nusikaltëliai stebi vieðà erdvæ, þiûri, kas vyksta. Vien jø stilius, kad pradþioje paskelbia dalá informacijos, paskui þiûri, kokia bus reakcija, paskelbia daugiau, rodo, kad jie ieðko naudos. Todël negalëèiau visko detaliai pasakoti, kà ir kaip aiðkinamës. Policija, pradëjusi ikiteisminá tyrimà, galëtø suteikti daugiau informacijos“, – paþymëjo jis.
NEG;Majauskas: neteisinga maþinti pelno mokestá stambiam verslui
POS;Daugiausia naudos ið ðios situacijos turëjo JAV, kurioje kiauðiniø eksportas padidëjo 7 proc., o ES kiauðiniø eksportas maþëjo 7 proc., Ukrainoje – 10 proc., Turkijoje – 22 proc.
POS;„WeWork“ græþiasi á smulkius ir vidutinius klientus Didþiojoje Britanijoje
NEG;Vëliau, bitkoino vertë nukrito iki 49 505,35 dolerio.
NEU;Valstybinë duomenø apsaugos inspekcija pradëjo tyrimà
NEG;Ávertinus visà ðià susiklosèiusià situacijà, t.y. kad buvo nutekinta daugiau nei 110 tûkstanèiø asmens duomenø, manytina, kad kiekvienam „CityBee“ klientui kreiptis individualiai á teismà dël patirtos þalos atlyginimo yra netikslinga ir neefektyvu, kadangi „CityBee“ klientai gali pareikðti vienà bendrà ieðkiná ámonei dël jø teisiø paþeidimo ir patirtos þalos atlyginimo.
NEG;Kompanijos 2019 m. finansiniai dokumentai, kurie buvo paskelbti ðiø metø sausá, rodo, kad nuostoliai augo sparèiau nei pajamos. 2019 m. jos pajamos iðaugo nuo 1,49 mlrd. Eur iki 2,88 mlrd. Eur, o nuostoliai nuo 1,4 mlrd. Eur iki 3,2 mlrd. Eur.
NEU;Jis taip pat pridûrë, kad antstoliai, notarai, advokatai sudaro didþiàjà dalá tø, kurie gauna daugiau nei 35 tûkst. Eur pelno per metus: „Negana to, jei paþiûrëtume advokatø grupæ, 83 proc. advokatø nedeklaruoja jokiø faktiniø iðlaidø, o naudojasi 30 proc. mokesèiø atskaitymø taisykle, taigi automatiðkai susimaþina savo mokestines pajamas. Tokias spragas reikia taisyti.“
NEG;Dël mokesèiø vengimo Londone pernai suimtas Rusijos milijardierius Olegas Tinkovas pareiðkë, kad ketina pasiðvæsti labdarai, áskaitant kovà su leukemija, kuri jam buvo diagnozuota pernai.
NEU;198 (1) straipsnis. Neteisëtas prisijungimas prie informacinës sistemos: 1. Tas, kas neteisëtai prisijungë prie informacinës sistemos ar jos dalies paþeisdamas informacinës sistemos apsaugos priemones, baudþiamas vieðaisiais darbais arba bauda, arba areðtu, arba laisvës atëmimu iki dvejø metø. 2. Tas, kas neteisëtai prisijungë prie strateginæ reikðmæ nacionaliniam saugumui ar didelæ reikðmæ valstybës valdymui, ûkiui ar finansø sistemai turinèios informacinës sistemos ar jos dalies, baudþiamas bauda arba areðtu, arba laisvës atëmimu iki trejø metø. 3. Uþ ðiame straipsnyje numatytas veikas atsako ir juridinis asmuo.
POS;Kalnakasybos koncernas yra didþiausias pasaulyje paladþio gamintojas ir vienas didþiausiø planetoje nikelio gamintojø. „Norilsk Nickel“ vertë birþoje pastaraisiais mënesiais smarkiai iðaugo.
POS;„Neþinau, ar jis buvo pasidaræs kokius nors finansinius skaièiavimus. Bet þiûrint, kaip ta gamykla veikë, kaip buvo organizuota, beveik neámanoma kalbëti apie kokià nors pridëtinæ vertæ duodantá verslo planà“, – svarsto dr. R. Miknys. Pasak istoriko, þemës ûkio padargø gamyklà P. Vileiðis naudojo kaip priemonæ lietuviðkai kalbanèius valstieèius paversti miestieèiais. Tad mokëjimas kalbëti lietuviðkai, o ne valdyti mechanizmus, buvo pagrindinis kriterijus priimant á darbà. Nieko keisto, kad gamykla ilgainiui bankrutavo.
NEU;Atsiþvelgiant á tai, kad VDAI pradës tyrimà savo iniciatyva dël duomenø saugumo paþeidimo ámonëje, todël nukentëjusiesiems nëra bûtinybës teikti atskirus skundus.
NEU;Ieðkinys ðiuo atveju bûtø reiðkiamas apygardos teismui, kaip pirmosios instancijos teismui. Svarbu paþymëti, kad ðioje proceso stadijoje yra galimas ir grupës nariø papildymas teismo iniciatyva, t.y. teismas, priimdamas grupës ieðkiná ir matydamas, kad prie grupës gali prisijungti ir daugiau nukentëjusiøjø asmenø, gali nustatyti nuo ðeðiasdeðimt iki devyniasdeðimt dienø terminà grupei papildyti.
NEU;Ðá siûlymà BFK pirmininkas kritikuoja. M. Majauskas bûtø itin atsargus, maþindamas bet koká pelno mokestá ir ávedinëdamas naujas lengvatas, nes tuo labiausiai suinteresuotas stambus verslas.
NEU;Jeigu bendrovës laikosi visø pinigø plovimo prevencijos reikalavimø, tinkamai nustato tapatybæ, neturëtø bûti galima su tais duomenimis pasiimti kredito“, – sakë J. Govina.
POS;Europos fiskalinë valdyba – patariamoji ES agentûra – siûlë laikytis dabartiniø tikslø, taèiau suteikti valstybëms, kurios turi sukaupusios didesniø skolø, daugiau laiko joms sumaþinti. Ðiai idëjai net nereikëtø drastiðkø teisiniø pakeitimø, pridûrë agentûra.
NEU;Dalydamiesi patirtimi pasauliniame „EY“ tinkle mes pastebime, kad ieðkoti tvariø sprendimø verslà labiausiai skatina keturios pagrindiniø suinteresuotøjø ðaliø grupës: investuotojai, vartotojai, kiti to paties sektoriaus atstovai ir vyriausybës. Visos keturios grupës verslui kelia specifiniø strateginiø reikalavimø, kuriø neámanoma atspindëti vien finansinëse ataskaitose.
POS;Draudimo rinkos lyderiai – „Lietuvos draudimas“ ir „Swedbank Life Insurance“
NEU;Iki 2021 metø pradþios el. paraðà Lietuvoje galëjo gauti tik uþsienietis, jau turintis leidimà laikinai gyventi arba teisës gyventi Lietuvoje paþymëjimà (ES pilieèiø atveju). Nuo metø pradþios uþsienieèiai gali gauti Lietuvos e. rezidento statusà ir lietuviðkà el. paraðà net ir neturëdami leidimo gyventi. E. rezidento statuso atsiradimas suteikia galimybæ uþsienieèiams elektroniniu bûdu steigti ámones, atidaryti sàskaitas banke, deklaruoti mokesèius ir naudotis kitomis administracinëmis bei nuotoliniu (elektroniniu) bûdu teikiamomis paslaugomis. Pirminiai praðymai gauti e. rezidento statusà teikiami per bendràjà MIGIRIS sistemà. Po to uþsienietis turi atvykti ir pateikti biometrinius duomenis ið anksto rezervuotu laiku. Nenustaèius aplinkybiø, jog uþsienieèio atvykimas á Ðengeno erdvæ yra apribotas, per 10 darbo dienø jam suteikiamas Lietuvos e.rezidento statusas ir 3 metø laikotarpiui iðduodama e. atpaþinties priemonë.
NEG;FNTT atsisakë pateikti informacijà, ar ðioje byloje jau yra pareikðti átarimai, taip pat neatskleidë, ar tiriamas epizodas, uþ kà Ð.Skyriaus ámonei buvo sumokëti 400 tûkstanèiø eurø. „Norëdami nepakenkti tyrimui, nieko nekomentuosime“, – teigiama oficialiame atsakyme.
NEU;Jeigu praðyme pateiktos informacijos neuþtenka ávertinti, ar ámonë atitinka nustatytus kriterijus bei patiria finansiniø sunkumø dël pandeminës situacijos, VMI gali papraðyti pateikti papildomus dokumentus. Tokiu atveju vertinama mokesèio mokëtojo pateikta ir VMI turima informacija bei prieð tai minëti koeficientai. „Ðiuo metu 140 ámoniø esame iðsiuntæ praðymus pateikti papildomà informacijà vertinimui“, – teigë D. Balèiûnienë.
POS;Jai pritaria ir J.Lemeðiûtë. Pasak jos, tokia motyvacinë sistema taikoma retai, ji padeda kurti didesná darbuotojø ásitraukimà ir skatinti savininkiðkumà, kas ir nulemia didesná darbuotojø rezultatyvumà. „People Link“ atlikto tyrimo duomenimis, rezultatyviausi darbuotojai ið kitø iðsiskiria bûtent savininkiðkumu.
POS;Kaip vienà svarbesniø ávykiø ji iðskyrë pasiraðytà sutartá su bendrove „Palink“, valdanèia daugiau nei 200 parduotuviø tinklà visoje Lietuvoje. Vilniaus, Ðiauliø, Panevëþio bei Klaipëdos regionuose nuo vasario teikiamas pastatø inþineriniø sistemø prieþiûros, remonto, energetiniø ûkio resursø stebëjimo bei taupymo sprendimø vertinimo, taip pat specialiø valymo darbø paslaugas.
NEG;7 nuotr. FNTT atsisakë pateikti informacijà, ar ðioje byloje jau yra pareikðti átarimai.
NEU;A.Kaèinskas pabrëþë, kad rodoma skola yra netikra, todël ji niekaip nepakenks gyventojo kredito reitingui, jos nesimatys kredito istorijoje. Norëdamas vëliau pats pasiimti paskolà, vartotojas tiesiog turës iðjungti ðià paslaugà.
POS;4 nuotr. Maþa darbuotojø kaita – vienas pagrindiniø rodikliø, iliustruojanèiø, kad organizacijai pavyksta iðlaikyti motyvuotus darbuotojus.
NEG;Paðnekovo teigimu, jei kalbama apie blogiausià scenarijø – tapatybës vagystæ, nusikaltimà, þmogui þala padaroma labai ilgalaikë, todël nëra aiðku, kada ji tiksliai atsiras.
NEG;Pagrindinë problema ta, kad dabartinës iðlaidø ribos yra átvirtintos ES nariø pasiraðytose sutartyse, o tai reiðkia, kad jø atsisakymas kvepia painiomis derybomis, kurios galëtø pakurstyti papildomus valstybiø nariø reikalavimus.
POS;„Akcijø indeksai sëkmingai stiebiasi aukðtyn – ilgoje distancijoje pandemijos sukeltas ðokas praeitø metø vasario-kovo mënesiais liko uþmarðtyje, o investuotojai dþiaugiasi auganèiomis aktyvø vertëmis. Verta paminëti, jog daug investuotojø praeitø metø pradþioje manë, jog rinka yra perkaitusi, tad nemaþai pinigø laukë tinkamos progos ásilieti á rinkà.
NEU;L. James ieðkinyje praðoma „Amazon“ imtis „visø reikiamø veiksmø“ apsaugoti darbuotojus nuo COVID-19 rizikos ir atlyginti turtinæ ir neturtinæ þalà atleistam darbuotojui Christianui Smallsui ir bendrovëje tebedirbanèiam Derrickui Palmeriui, kurie pasiskundë dël darbo sàlygø.
NEU;Lietuvos Vyriausybë treèiadiená ketina apsispræsti, ar uþdrausti Kinijos valstybinës ámonës siûlomà rentgeno patikros árangà ðalies oro uostuose dël galimos grësmës nacionaliniam saugumui.
NEU;„Visos tos lëðos, kurias valstybës skiria verslui, yra ið esmës paimtos ið kitø srièiø. Vietoj to, kad finansuotume ðvietimà ar sveikatos apsaugà, lëðas nukreipiame verslui. Jeigu tà darome efektyviai ir gràþa ið tokio lëðø panaudojimo yra didesnë, negu pradinë investicija, tai viskas yra puiku. Taèiau jei lëðas investuosime neefektyviai, ne tik ateities kartoms uþkrausime naðtà, bet ir patys jau per artimiausius 5–10 metø pajusime neigiamà poveiká. Todël yra itin svarbu ávertinti, kiek verslai yra pajëgûs gràþinti lëðas, jiems patiems ásivertinti savo galimybes, prisiimti ásipareigojimus ir mokëti atitinkamas palûkanas. Tokiu atveju ir valstybë sulaukia laukiamos gràþos, ir ámonëms nesukuriama netinkama motyvacija. Tokiomis sàlygomis palengvëja ir valstybës atsitraukimas ið ðios veiklos, nes ji negalës nuolatos skirti milijardiniø investicijø ar atidëlioti mokesèiø“, – teigia Stebëtojø tarybos pirmininkas.
NEU;„Vertinant, ar ámonë patyrë finansiniø sunkumø, yra skaièiuojami finansinës rizikos ir likvidumo koeficientai: bendrojo, kritinio likvidumo, bendro mokumo, ásiskolinimo, manevringumo bei pardavimø pokytis. Pagal rodikliø reikðmes, pardavimø pokytá yra nustatoma, ar ámonë turi finansiniø sunkumø, ar ne, – aiðkino D. Balèiûnienë. – Jei 3 ið 5 apskaièiuotø santykiniø rodikliø reikðmë yra gera ar patenkinama ir pardavimø pajamos didëjo, tuomet laikoma, kad mokesèiø mokëtojas nepatyrë finansiniø sunkumø, á sàraðà neátraukiamas. Jei pardavimai maþëjo ir rodikliø reikðmës 2 ir maþiau yra gera arba patenkinama, laikoma, jog ámonë patyrë finansiniø sunkumø ir ji yra átraukiama á sàraðà. Esant rodikliø reikðmiø nesutapimui, pavyzdþiui, kai 2 ir maþiau rodikliø reikðmë yra gera arba patenkinama, o pardavimai didëjo, praðoma pateikti papildomus dokumentus.“
NEG;Alfa.lt duomenimis, viena reklamos ámonë (ámonës pavadinimas redakcijai þinomas) kreipësi á VMI, kad bûtø á traukta á nukentëjusiø nuo COVID-19 ámoniø sàraðà. Bendrovës pateiktais duomenimis, jos apyvarta 2020 m. krito 65 proc., ámonë naudojosi valstybës pagalbos priemonëmis.
NEG;„Tai, kà mes matome, ir tai, kas vyksta ið institucijø ir paèios ámonës pusës, – ið esmës nesàþiningi dalykai ir galimai nusikalstamos veiklos dangstymas. Jei dabar iðkeltuose procesuose policija nukentëjusia pripaþásta paèià ámonæ, o þmoniø ne, tai labai aiðkiai parodo, kas valdþiai labiau rûpi, – ar þmoniø konstitucinës teisës, ar kaþkieno komerciniai interesai.
POS;„Naujos kartos vadovai kiekviename komandos naryje bando áþvelgti neiðnaudotà potencialà, surasti jam tinkamiausias uþduotis, kad þmogus atsiskleistø ir jaustøsi darbe gerai, nes tik tokiu bûdu pasiekiama norimø rezultatø. Kiekvienas gali turëti puikiø idëjø, kurios turi bûti iðgirstos, kitu atveju tu kaip vadovas lieki tik su ta informacija, kurià valdai ir apriboji save nuo galimybës suþinoti kaþkà naujo“, – ásitikinusi vienos didþiausiø buhalterines paslaugas teikianèiø ámoniø Lietuvoje „BNM Finance“ vadovë Simona Matiukienë.
NEU;„Kai bus tas asmuo, ir pats rangovas visø pirma rûpinsis, kad nebûtø nelegalø. (...) Ðiandien nei uþsakovui, nei rangovui nëra atsakomybës uþ nelegalø darbà. Kai atvaþiuoja statybø inspektorius, randa 20 nelegaliø þmoniø, visi sako, kad në pas vienà jie nedirba“, – aiðkino jis.
NEG;„Norinèiø patekti procedûroms kuo greièiau buvo daug, taèiau dël þmoniø srauto ribojimo reikalavimø negalime priimti daug klientø, nors dirbame nuo 9 iki 20 valandos“, – sakë ji.
NEU;10 mln. eurø investicija „Novaturo“ ámoniø grupæ pasieks naudojant miðrias finansines priemones. Fondas ásipareigoja iðpirkti bendrovës konvertuojamø obligacijø, kuriø vertë siekia 5 mln. eurø ir paprastøjø obligacijø, kuriø vertë taip pat siekia 5 mln. eurø. Sutartis sudaroma 6 metø laikotarpiui, kuriam pasibaigus, „Novaturo“ grupë ásipareigoja obligacijas iðpirkti, taip pat numatyta galimybë bendrovei obligacijas visas arba dalimis iðsipirkti anksèiau sutarto termino.
NEU;„Viena yra prisiregistruoti ámonëje, kad bûtø galima naudotis savitarna, kita yra gauti finansinæ paslaugà. Kai kalbame apie finansinës paslaugos gavimà, taikomi skirtingi reguliavimo reþimai, ásijungia pinigø plovimo prevencija – vadovaujantis ðituo ástatymu bet kuri finansø ástaiga, kuriai galioja ðitas ástatymas, turi detaliai nustatyti asmená, su kuriuo bendrauja“, – patikino Ð.Frolenko.
POS;„Swedbank“ taip pat yra iðleidusi beveik 700 mln. EUR þaliøjø obligacijø (angl. Green bonds), ið kuriø finansuojami tvarûs projektai. Investicijos á tvarius verslus jau sudaro ir daugiau nei 40% viso gyventojø „Swedbank“ pensijø fonduose sukaupto turto. Ið viso „Swedbank“ visose rinkose yra suteikæs finansavimo uþ daugiau kaip 1,4 mlrd. Eur, kuriais finansuoti atsinaujinanèios energetikos ar maþu poveikiu aplinkai iðsiskirianèiø pastatø projektai.
NEU;Ámoniø grupëje „SOL Baltics“ veikia kaip nepriklausoma ámonë. Iki ðiol koordinavusi SOL ir YPV ámoniø bendradarbiavimà A.Grendelë toliau eis „SOL Baltics“ direktorës pareigas. Pardavimø ir klientø aptarnavimo padalino vadovo pareigos patikëtos ilgameèiui YPV vadovø komandos nariui Audriui Zukui, taip pat komandà papildë Valymo paslaugø padalinio ir Techninës tarnybos vadovai.
NEU;Kaip primena naujienø agentûra „Elta“, Latvijos valstybës saugumo tarnyba pernai ávykdë kelis reidus PBK patalpose dël átarimø, jog kanalas gali bûti susijæs su Jurijumi Kovalèiuku – Rusijos milijardieriumi, kuriam dël palaikymo Rusijos 2014 metais ávykdytai Krymo aneksijai taikomos JAV ir ES sankcijos.
NEG;Kiek anksèiau „Novaturas“ praneðë 2020-aisiais metais patyræs 4,49 mln. eurø grynojo nuostolio, jo EBITDA buvo neigiamas – 2,557 mln. eurø, pajamos sumenko 82 proc. iki 33,1 mln. eurø, o aptarnautø klientø skaièius smuko 84 proc.
NEG;Dvi Lenkijoje ásikûrusios opozicinës televizijos „Belsat“ þurnalistës buvo sulaikytos lapkrièio mënesá, kai filmavo mitingà vienam nuþudytam antivyriausybiniam protestuotojui palaikyti.
NEU;Ið átrauktø á nukentëjusiø sàraðà ámoniø VMI atrinko pakartotiniam vertinimui 140 mokesèiø mokëtojø, turinèiø 76,5 mln. eurø mokestinæ nepriemokà. Atrinktos ámonës, kuriø mokestinë nepriemoka be mokestinës paskolos sutarties virðija 100 tûkst. eurø, jø pardavimo pajamos padidëjo arba sumaþëjo 10 proc. bei remiantis kitais kriterijais.
